brewery,beertype,rating,name,ABV
Dominica Brewery and Beverages Ltd.,LAGER,3,Kubuli,5
BrewPub KÃ¸benhavn,LAGER,3,Schlager,5.2
BrewPub KÃ¸benhavn,LAGER,3,Schlager Jul,5.6
Buffalo Brewery (Aus.),LAGER,1,Buffalo Brewery Lager,4.5
Birrificio Artigianale Gilac,LAGER,2.5,Caesar,4.5
Jergensen`s Brewery,LAGER,3,Jurgy's Lager,5.5
Jergensen`s Brewery,LAGER,3,Jurgy's Pale Lager,4.8
Topvar Brewery,LAGER,2,Topvar Premium Lager,5
Topvar Brewery,LAGER,3,Topvar 11.5% SvetlÃ©,5.2
Topvar Brewery,LAGER,3,Topvar 11% Milenium,4.5
Hacker-Pschorr BrÃ¤u GmbH,LAGER,4,Hacker-Pschorr Edelhell,5.5
Hacker-Pschorr BrÃ¤u GmbH,LAGER,4.5,Hacker-Pschorr MÃ¼nchner Hell,4.9
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,3,Genesee Beer,4.5
Hacker-Pschorr BrÃ¤u GmbH,LAGER,4.5,Hacker-Pschorr MÃ¼nchner Gold,5.5
Hacker-Pschorr BrÃ¤u GmbH,LAGER,4,Hacker-Pschorr MÃ¼nchner Dunkel,5
Rheingold Brewing Co.,LAGER,4,Rheingold Beer,5
Paddock Wood Brewing Co.,LAGER,3,Vienna Red Lager,5.2
Paddock Wood Brewing Co.,LAGER,3,Dortmunder Lager,4.8
Paddock Wood Brewing Co.,LAGER,3.5,Red Lager,6.5
NordbrÃ¤u Ingolstadt GmbH & Co.,LAGER,3.5,KlosterbrÃ¤u Urhell,4.8
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,2.5,Genesee Ice Beer,5.5
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,4,Mountain Brew Beer Ice,5.5
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,3.5,JW Dundee's Amber Lager,4.9
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,2.5,Chakra Premium Lager,5.2
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,3.5,Kipling Light,3.44
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,4,Dundee Irish Red Lager,5.5
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,1.5,Port Republic Light Lager,4.3
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,2.5,Dundee Original Honey Brown Lager,4.5
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,1,Buck Range Light,3.6
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,2,Genny Light,3.6
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,3,Sierra Dorada Cerveza Clara,4.3
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,2.5,Michael Shea's Irish Amber,4.62
Genesee Brewing Co. / Dundee Brewing Co.,LAGER,4,Genesee Red Lager,4.9
Chuckanut Brewery & Kitchen,LAGER,4,Dunkel Lager,5
Chuckanut Brewery & Kitchen,LAGER,3.5,Helles Lager,5
Avesta Bryggeri,LAGER,3,Avesta Double O Premium Lager Dee Luxe Beer,5
Avesta Bryggeri,LAGER,1.5,"Avesta Country 5,3",5.3
Ginga Kogen Beer,LAGER,2,German Premium Beer Cool & Crush,5
Ginga Kogen Beer,LAGER,3.5,Ginga Kogen Galaxy Express (Milky Way Railroad),5
Sierra Madre Brewing Co.,LAGER,1.5,Sierra Madre Light,3.95
River Horse Brewing Co.,LAGER,3,River Horse Lager,5
River Horse Brewing Co.,LAGER,3,Pennbrook Lager,4.5
River Horse Brewing Co.,LAGER,4,Dunkel Fester,4.7
"Hosokawa Sake Brewing Co., Ltd.",LAGER,4,Tado Helles,5
"Hosokawa Sake Brewing Co., Ltd.",LAGER,4,Tado Dunkel,5
Brauerei Forst AG,LAGER,2.5,Forst Premium,4.8
Brauerei Forst AG,LAGER,3,Forst Kronen Speciale,5.2
Brauerei Forst AG,LAGER,2.5,Forst 1857,4.8
Winkels GetrÃ¤nke GmbH & Co./MarkgrafenbrÃ¤u,LAGER,2.5,MarkgrafenbrÃ¤u Export,5.2
Steelback Brewery,LAGER,3.5,Steelback Tiverton Honey Brown,5
Steelback Brewery,LAGER,3,Steelback Premium Draught,5
Steelback Brewery,LAGER,3,Steelback Tiverton Dark Lager,5
Steelback Brewery,LAGER,1,Thunder,8
Steelback Brewery,LAGER,2,Steelback Light,4
Steelback Brewery,LAGER,2,Red,5.5
Steelback Brewery,LAGER,2.5,Chain,5.5
Steelback Brewery,LAGER,1,Silver,5.5
Steelback Brewery,LAGER,2,Copperhead,5.5
Sierra Madre Brewing Co.,LAGER,4,El Mirador,5.25
Sierra Madre Brewing Co.,LAGER,4.5,Las Cumbres,4.5
Sierra Madre Brewing Co.,LAGER,4,La Huasteca,5
Sierra Madre Brewing Co.,LAGER,4,OlinalÃ¡,4.8
Joseph James Brewing Inc.,LAGER,2,Yabun Kitsune (Night Fox),5.2
Joseph James Brewing Inc.,LAGER,3.5,American Lager,5.2
Brauerei Pinkus Mueller,LAGER,3.5,Organic Pinkus Jubilate,5.5
Brauerei Pinkus Mueller,LAGER,4,Organic Pinkus Special,5.1
Industrial Cervecera S.A. / CompaÃ±Ã­a Cervecera De Nicaragua,LAGER,2.5,Victoria Light,3.5
Industrial Cervecera S.A. / CompaÃ±Ã­a Cervecera De Nicaragua,LAGER,5,Bufalo,5.1
Industrial Cervecera S.A. / CompaÃ±Ã­a Cervecera De Nicaragua,LAGER,2.5,Victoria,4.5
Industrial Cervecera S.A. / CompaÃ±Ã­a Cervecera De Nicaragua,LAGER,4,ToÃ±a Cerveza,4.6
Brouwerij Martens NV,LAGER,4,Berthold Keller Premium Lager,5
Industrial Cervecera S.A. / CompaÃ±Ã­a Cervecera De Nicaragua,LAGER,3.5,Victoria Frost,4.9
Industrial Cervecera S.A. / CompaÃ±Ã­a Cervecera De Nicaragua,LAGER,2.5,Premium,3.8
Brouwerij Martens NV,LAGER,2.5,Hackenberg Premium Export,3.5
Brouwerij Martens NV,LAGER,3,Martens Pilsener,4.8
Brouwerij Martens NV,LAGER,2,Tipo Lager,4.8
Brouwerij Martens NV,LAGER,1,Karl Pils,4.7
Brouwerij Martens NV,LAGER,4,Larine Grand Belgie,5
Brouwerij Martens NV,LAGER,1.5,Martens Extra 7.0,7
Brouwerij Martens NV,LAGER,3,Stoya,4.2
Brouwerij Martens NV,LAGER,2.5,Wildbrau,4.7
Brouwerij Martens NV,LAGER,2,Maternus Gold,4.9
Port Brewing Company / Pizza Port,LAGER,3.5,Hot Rocks Lager,6.5
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,2,Zeunerts Bajen Fans BÃ¤rs,5.3
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,4,Zeunerts Bayer Bier,5.3
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,4,Zeunerts JulÃ¶l,5.1
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,1.5,Kopparbergs Fagerhult Export,5.3
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,2,Kopparbergs Special Brew X-strong,7.5
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,2,Sofiero Original,5.2
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,1.5,Dansk FadÃ¸l,5
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,2,Kopparbergs Elk Brew X-Strong,7.5
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,2.5,Sofiero Guld,7.5
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,3.5,Zenuerts MidnattsÃ¶l,5.3
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,3,Zeunerts Merke,5.3
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,1.5,Kopparbergs Black Money Golden Lager,5.2
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,3.5,Zeunerts Werde,5.3
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,2,Kopparbergs Special Brew Super X-strong,10
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,1,Kopparbergs Special Brew X-Strong 7.5%,7.5
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,2.5,"Svensk FatÃ¶l 2,8%",2.8
Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),LAGER,3.5,Sofiero JulÃ¶l,5.2
Port Brewing Company / Pizza Port,LAGER,3,Amigo Lager,4.3
Port Brewing Company / Pizza Port,LAGER,3,Murphy's Lawger,4.5
Royal Unibrew A/S,LAGER,1,Faxe Extra Strong,10
Carlsberg Srbija D.O.O. Pivara,LAGER,3.5,LAV,5
Port Brewing Company / Pizza Port,LAGER,3.5,Light Weight Lager,5.5
Stallhagens Bryggeri Ab,LAGER,3,Stallhagen III,4.5
Stallhagens Bryggeri Ab,LAGER,3,Stallhagen Delikat,4.7
Stallhagens Bryggeri Ab,LAGER,3.5,Stallhagen Dunkles,5.5
Stallhagens Bryggeri Ab,LAGER,2.5,Stallhagen Celebration,6
Stallhagens Bryggeri Ab,LAGER,3,Stallhagen PÃ¥sk 2008 (Alko Version),6
Stallhagens Bryggeri Ab,LAGER,3.5,Stallhagen Dark Lager,4.7
Carlsberg Srbija D.O.O. Pivara,LAGER,3,Lav Tamno,6.2
Beck BrÃ¤u OHG,LAGER,4,Beck Jahrhundert Bier Dunkel,5.7
West Coast Brewery,LAGER,3,Green Fern Organic Lager,5
Chastnaya Pivovarnya Erstes,LAGER,2.5,Erstes Premium Gold,4.5
Chastnaya Pivovarnya Erstes,LAGER,4,Erstes Dunkel,4.7
Backwoods Imports Inc.,LAGER,3,Silver Springs Classic Lager,5.5
Brewsters Brewing Company & Restaurant - Oliver Square,LAGER,3.5,Flying Frog Lager,5
Royal Unibrew A/S,LAGER,3,Faxe Pilsner,4.6
Royal Unibrew A/S,LAGER,2.5,Faxe Premium Danish Lager,5
Royal Unibrew A/S,LAGER,2.5,Faxe Amber,4.6
Royal Unibrew A/S,LAGER,2,Faxe Strong,8.6
Royal Unibrew A/S,LAGER,2.5,Faxe Fad,4.6
Royal Unibrew A/S,LAGER,2,Faxe Red,5
Royal Unibrew A/S,LAGER,3,Faxe 1901 Classic,5
Royal Unibrew A/S,LAGER,2,Royal Export,5.6
Royal Unibrew A/S,LAGER,2.5,"Odin Pilsener 3,5",3.5
Royal Unibrew A/S,LAGER,3,Thor BlÃ¥ Thor,5.8
Royal Unibrew A/S,LAGER,2.5,Thor Pilsner,4.6
Big City Brewing CO LTD,LAGER,2,Yardy,4.3
Big City Brewing CO LTD,LAGER,2,Real Rock,5
Pivovarinaya Kompaniya Utes,LAGER,4,Siniy Utes Spasskoye,4.9
Zum Stiefel,LAGER,4,Dunkles,5.5
Yellow Cross,LAGER,3,Rusted Celtic,4
Mahou S.A.,LAGER,3,Negra,5.5
Dreher Brewery,LAGER,3.5,Dreher Classic,5.2
Mahou S.A.,LAGER,2,Cinco Estrellas,5.5
Minipivovar ÂŽÅ½amberk,LAGER,3.5,Å½ÂŽambereckÃ½ Kanec 14Â°,5.2
Eder & Heylands Brauerei,LAGER,4,Eder's Export,5.5
Eder & Heylands Brauerei,LAGER,4,Heylandsbier Edel Export,5.5
Mahou S.A.,LAGER,3,San Miguel Eco,4.2
Mahou S.A.,LAGER,4,San Miguel 1516,5.2
Mahou S.A.,LAGER,2.5,Clasica,4.8
Dreher Brewery,LAGER,2.5,Kanizsai SÃ¶r,3
Dreher Brewery,LAGER,2.5,Arany Ãszok,4.7
Dreher Brewery,LAGER,1,Balatoni VilÃ¡gos,3
Dreher Brewery,LAGER,2,Dreher KÃ¶bÃ¡nyai,4.5
Auerhahn BrÃ¤u Schlitz GmbH,LAGER,3.5,Vogelsberger Urstoff,4.9
Blue Mountain Brewery,LAGER,3,Blue Mountain Lager,5.3
Desnoes & Geddes Limited,LAGER,2.5,Red Stripe Jamaican Lager,4.7
Southern Tier Brewing Company,LAGER,4.5,Wien,5.1
Bear Republic Brewing Co.,LAGER,2.5,El Oso,5.4
Bear Republic Brewing Co.,LAGER,3,Lucha Libre Lager,5.8
Bear Republic Brewing Co.,LAGER,2.5,Oso De Oro,3.9
Bear Republic Brewing Co.,LAGER,4.5,Kickstand Pre-Prohibition Lager,6.5
Burleigh Brewing Co.,LAGER,3.5,European-Style Premium Lager,5
Burleigh Brewing Co.,LAGER,1,Bighead,4.2
Burleigh Brewing Co.,LAGER,3,Duke Midstrength Premium Lager,3.5
Brauerei G.A. Bruch,LAGER,3.5,Landbier,4.8
Brauerei G.A. Bruch,LAGER,3.5,Bruch SaarGold,5.1
Weiss RÃ¶ssl BrÃ¤u,LAGER,3,Grafensteiner Export,5.4
Weiss RÃ¶ssl BrÃ¤u,LAGER,4,Weiss RÃ¶ssl  Urstoff Hell,4.9
Weiss RÃ¶ssl BrÃ¤u,LAGER,4,Wiesenbacher Landbier Bernstein,5.4
Sierra Madre Brewing Co.,LAGER,3,Regio Light,3.4
Tracks Brewing Company,LAGER,4,Patriot Lager,4
Gage Roads Brewing Company,LAGER,3,Gage Roads Premium Lager,4.7
Gage Roads Brewing Company,LAGER,3.5,Gage Roads Kutt,4.6
Gage Roads Brewing Company,LAGER,2,Pure Malt Lager,4.7
Sweetwater Tavern & Brewery,LAGER,3,Great American Restaurants Light,3.1
Sweetwater Tavern & Brewery,LAGER,3.5,Painted Lady Lager,5.5
Bootleg Brewery,LAGER,3.5,Bootleg Light Lager,3.4
Brauerei Bischofshof,LAGER,4,Original 1649 JubilÃ¤umsbier,5.1
Brauerei Bischofshof,LAGER,3.5,Regensburger Premium,5.3
Brauerei Bischofshof,LAGER,3.5,Bischofshof Urhell,4.8
Privatbrauerei Jacob Stauder GmbH & Co. KG,LAGER,2,Borbecker Helles Dampfbier,4.8
Desnoes & Geddes Limited,LAGER,3.5,Red Stripe Light,3.6
Desnoes & Geddes Limited,LAGER,2.5,Red Stripe Bold,6
Desnoes & Geddes Limited,LAGER,4.5,Kingston Lager,5
Saku Brewery LTD,LAGER,3,Saku Originaal,4.6
Saku Brewery LTD,LAGER,3.5,Presidendi 10,10
Saku Brewery LTD,LAGER,4.5,Saku Kuld,5.2
Saku Brewery LTD,LAGER,2.5,Presidendi 5,5
Saku Brewery LTD,LAGER,3,Euro Beer,4.7
Saku Brewery LTD,LAGER,3.5,Taurus,8
Saku Brewery LTD,LAGER,2.5,Saku Hele,5.2
Saku Brewery LTD,LAGER,3.5,Rock,5.3
Browar Krajan,LAGER,4,Krajan Ciemne,5
Brewsters Brewing Company & Restaurant - Lake Bonavista,LAGER,2,Original Pale Lager,5
Pivovar Saris,LAGER,3.5,ÂŠariÂš 11% TmavÃ½,4.1
Pivovar Saris,LAGER,3.5,Saris 12% Premium,4.6
Argus Brewery,LAGER,3.5,Quigleyâ€™s Patron's Reserve,5.4
Cerveza De Cuba,LAGER,3,Tiinima,6
Maumee Bay Brewing Company,LAGER,3.5,Strange Brew,6.1
St. Sebastiaan Belgian Microbrewery,LAGER,2.5,The Novice Light,3.5
Brauerei Fohrenburg GmbH & Co,LAGER,2,Fohrenburger Stiftle,5.1
Brauerei Fohrenburg GmbH & Co,LAGER,2.5,Edition Vollbier,4.8
Brauerei Fohrenburg GmbH & Co,LAGER,3.5,Fohrenburger No. 1,5.5
Brauerei Fohrenburg GmbH & Co,LAGER,1.5,Engelburg Original,4.2
Brauerei Fohrenburg GmbH & Co,LAGER,3,Fohrenburger JubilÃ¤um,5.5
Brauerei Fohrenburg GmbH & Co,LAGER,2.5,Fohrenburger Lager Extra Dry,4.9
BirÂž&#371; Alus,LAGER,3.5,BirÂž&#371; ÂŠirvenos,6
Skeena Brewing Company,LAGER,2,Wolfgang's German Style Beer,5.9
Maribo Bryghus (Royal Unibrew),LAGER,2,"Maribo Slots Pilsner 2,8%",2.8
Maribo Bryghus (Royal Unibrew),LAGER,2,Maribo Slots Classic,4.6
Maribo Bryghus (Royal Unibrew),LAGER,2,"Maribo Slots Pilsner 3,5%",3.5
Maribo Bryghus (Royal Unibrew),LAGER,2,Maribo Danish Gold,5.6
Maribo Bryghus (Royal Unibrew),LAGER,3,Maribo Den BlÃ¥,5.7
Maribo Bryghus (Royal Unibrew),LAGER,2.5,Maribo Slots Guld,5.7
North Country Brewing,LAGER,3.5,Canadian Gold,4.8
North Country Brewing,LAGER,3.5,Amber Maple,5.2
Icicle Brewing Company,LAGER,3,Lokal,5
Cervejaria PetrÃ³polis,LAGER,1.5,Crystal Premium,4.5
Cervejaria PetrÃ³polis,LAGER,3.5,Itaipava Pilsen,4.5
"City Brewing Company, LLC",LAGER,4.5,Copper Flask,5.95
Squatters Pub Brewery,LAGER,4,Vienna Style Lager,4
Pioneer Brewing Co.,LAGER,4,Pioneer Into The Woods,7.5
Pioneer Brewing Co.,LAGER,4,Pioneer American Lager,4.5
New Old Lompoc Brewery,LAGER,4,Heaven's Helles,5.3
New Old Lompoc Brewery,LAGER,4,69 Munich Lager,6.3
New Old Lompoc Brewery,LAGER,3.5,Lompeizer,5.3
Malbera S.A. (Brau-Union Romania),LAGER,2.5,Bucegi,4.2
Pivovarna Union,LAGER,2,Union,4.9
Pivovarna Union,LAGER,2,Union Smile,4.9
Pivovarna Union,LAGER,3,Union Temno Pivo,5.3
Triscele Srl,LAGER,4,Birra Del Sole,4.7
Triscele Srl,LAGER,3,Patruni E Sutta,4.5
Zweite Schweriner Schlossbrauerei,LAGER,3,Schweriner Export,5.5
"City Brewing Company, LLC",LAGER,2.5,Game Day Light,3.9
"City Brewing Company, LLC",LAGER,3.5,LaCrosse Lager,4.8
"City Brewing Company, LLC",LAGER,1,KUL,5
"City Brewing Company, LLC",LAGER,3,Big City Ice,5.9
"City Brewing Company, LLC",LAGER,2,Milwaukee Premium Brewing Company Classic Ice,6
"City Brewing Company, LLC",LAGER,1,Game Day Ice,5.5
Browar Amber,LAGER,3,Amber Pils,5.5
Interbeer,LAGER,2,T Svetloye,4
Silver Creek Brewing Co.,LAGER,3,Silver Creek Pacific Coast Lager,5.4
Browar Amber,LAGER,4,Pivo &#379;ywe,6.2
Browar Amber,LAGER,2.5,Kopernik,5.6
Browar Amber,LAGER,3,Amber Classic,5.4
Brauerei Westheim GmbH,LAGER,3,Graf Stolberg Dunkel,4.8
Abbey Wright Brewing Co.,LAGER,3,Frosty Pumpkin Ale,6.5
Mandalay Brewery,LAGER,3.5,Mandalay Beer,5
Brauerei Schloss Starkenberg,LAGER,5,Starkenberger Gold Lager,5
Southern Bay Brewing Company,LAGER,2.5,Bearings Draught,4.9
Southern Bay Brewing Company,LAGER,2,Schonbrauhaus Lager,4.9
Southern Bay Brewing Company,LAGER,2.5,Effen Lager,4.6
Vereinigte KÃ¤rntner Brauereien AG,LAGER,3,Piestinger Lager,5
Hopdaemon Brewery Company,LAGER,2.5,Hopdaemon Green Daemon,5
Vereinigte KÃ¤rntner Brauereien AG,LAGER,4,Villacher Hausbier,5
Vereinigte KÃ¤rntner Brauereien AG,LAGER,1.5,Villacher Dunkles,4.9
Brasserie Cooperative Tri Martolod,LAGER,4.5,Tri Martolod Brune,6.5
The Porterhouse Brewing Company,LAGER,3.5,Chiller,4.2
The Porterhouse Brewing Company,LAGER,2.5,Hersbrucker,5
The Porterhouse Brewing Company,LAGER,4,Temple BrÃ¤u,4.3
Amherst Brewing Co.,LAGER,3,Honey Pilsner,5.2
The Porterhouse Brewing Company,LAGER,3.5,Vienna Dark Lager,5
Neustadt Springs Brewery,LAGER,4.5,Neustadt 180,4.7
Neustadt Springs Brewery,LAGER,3.5,Neustadt Lager,5
Neustadt Springs Brewery,LAGER,3,VS-55,5.5
Neustadt Springs Brewery,LAGER,3.5,Bruce County Premium Lager,4
Grand River Brewing,LAGER,4.5,Town Hall Lager,3.9
Grand River Brewing,LAGER,3.5,Galt Knife Old Style Lager,4.4
South Pacific Brewery LTD,LAGER,3,South Pacific Export Lager,4.9
South Pacific Brewery LTD,LAGER,1.5,South Pacific Lager,4.5
Kazbegi JSC,LAGER,4,Kazbegi Hunter Lager,4.5
Brasserie Cardinal,LAGER,1,Red Star Premium,5
Kazbegi JSC,LAGER,2,Kazbegi Lager,4
Kazbegi JSC,LAGER,3,Tbilisi Beer,4.8
Kazbegi JSC,LAGER,4,Kazbegi Traditional Lager,4.5
Kazbegi JSC,LAGER,4.5,Topadze Lager,5.5
Cerveceria Bucanero S.A.,LAGER,2,Cubanero Fuerte,5.4
Shenandoah Brewing Co.,LAGER,3.5,Pre-Prohibition Lager,6.2
Shenandoah Brewing Co.,LAGER,3,Boston Lager,6.2
Cerveceria Bucanero S.A.,LAGER,2,Cerveza Cristal,4.9
Pivovaren Zavod Ledenika,LAGER,3.5,Ledenika,4.1
Karmelitenbrauerei Karl Sturm,LAGER,4,Sturmbio,5.2
Karmelitenbrauerei Karl Sturm,LAGER,4,Karmeliten Kloster Gold,5.1
Karmelitenbrauerei Karl Sturm,LAGER,4.5,Karmeliten Kloster Dunkel,5.5
Brasserie Bofferding,LAGER,3.5,HausbÃ©ier,5.2
Brasserie Bofferding,LAGER,2.5,Bofferding Christmas BÃ©ier,5
Brasserie Bofferding,LAGER,3.5,Bofferding FrÃ©ijoers BÃ©ier,4.8
New Belgium Brewing,LAGER,3,Lips Of Faith - Hagdorn's Helles,4.5
Cerveceria Costa Rica,LAGER,3,Imperial,4.6
Beermann's Beerwerks,LAGER,4.5,Lincoln Lager,4.7
Carlsberg-Tetley Brewing Ltd,LAGER,2.5,Carlsberg Lager (UK),3.8
Llupols I Llevats S.L.,LAGER,3,Glops Munich,4.4
Llupols I Llevats S.L.,LAGER,2.5,Glops Torrada,4.8
Chodovar Brewery,LAGER,2,&#268;ernÃ© ZÃ¡meckÃ©,4.2
Brauerei Schleswig,LAGER,2.5,Schleswig Asgaard Das GÃ¶ttliche,4.8
Brauerei Schleswig,LAGER,2.5,Schleswig Asgaard Bio Premium Pils,4.8
Lunar Brewing,LAGER,4,Amber Lager,5.2
Lunar Brewing,LAGER,4,Vienna  Lager,5.2
Lunar Brewing,LAGER,4,Yellow Moon Rice'n,5.2
Hochstiftliches Brauhaus,LAGER,4.5,Auerhahn Dark,4.9
Hochstiftliches Brauhaus,LAGER,3,Auerhahn Vogelsberger Urstoff,4.9
Notch Brewing,LAGER,4,Notch ÄŒernÃ© Pivo,4
Brauerei Zur Sonne,LAGER,4,Sonne Urtyp Hell,4.8
Brauerei Zur Sonne,LAGER,3.5,Sonne Zunft-Trunk Dunkel,5.3
Brauerei Franz Xaver Glossner,LAGER,4,Glossner Torschmied's Dunkel,4.9
Benderskiy Pivovarinniy Zavod,LAGER,2,Staraya Krepost Klassichiskoye Zhivoye,4
Tun Tavern,LAGER,3.5,Tun Dark,5.5
HopCat,LAGER,4.5,HopCat Viener Lager,5
Brouwerij De Leckere,LAGER,3.5,Pilsener,5
Brouwerij De Leckere,LAGER,3.5,De Leckere - Drie,5.2
Brouwerij De Leckere,LAGER,4,1635 (UU375),5
Cerveceria Costa Rica,LAGER,1.5,Imperial Silver,5.1
Cerveceria Costa Rica,LAGER,1.5,Bavaria Blues,4.5
Cerveceria Costa Rica,LAGER,2,Rock Ice,4.7
Brau Union HungÃ¡ria SÃ¶rgyÃ¡rak / Soprony Brewery,LAGER,2,Brau Union SÃ¡rkÃ¡ny SÃ¶r,4.5
Cerveceria Costa Rica,LAGER,1.5,Bavaria Light,3.1
Brau Union HungÃ¡ria SÃ¶rgyÃ¡rak / Soprony Brewery,LAGER,2,AdambrÃ¤u Premium,4.2
Brau Union HungÃ¡ria SÃ¶rgyÃ¡rak / Soprony Brewery,LAGER,3,Brau Union Soproni 1895,5.3
Brau Union HungÃ¡ria SÃ¶rgyÃ¡rak / Soprony Brewery,LAGER,4,Soproni Fekete DÃ©mon,5.2
Brau Union HungÃ¡ria SÃ¶rgyÃ¡rak / Soprony Brewery,LAGER,4,Brau Union Steffl Bier,5
Brau Union HungÃ¡ria SÃ¶rgyÃ¡rak / Soprony Brewery,LAGER,2.5,Soproni,4.5
Kutztown Tavern,LAGER,4,Munich Dunkel (Tavern Lager),4.2
Kutztown Tavern,LAGER,3,Young Allen's Lager,5.68
Kutztown Tavern,LAGER,4,Blonde Lager,4.1
Kutztown Tavern,LAGER,4,Avalanche Light,4.6
Granite City Food & Brewery,LAGER,3.5,Scary Ferris Wheel,5.6
Two Rows Restaurant & Brewery,LAGER,2,Dark Star Lager,5
Otway Estate Winery & Brewery,LAGER,3,Otway Organic Lager,4.5
Otway Estate Winery & Brewery,LAGER,3.5,Prickly Moses Oktoberfest Lager,5.2
Cerveceria Bucanero S.A.,LAGER,2.5,Bucanero Fuerte,5.4
Cerveceria Bucanero S.A.,LAGER,3.5,Bucanero Max,6.5
Cerveceria Bucanero S.A.,LAGER,2,Mayabe Calidad Extra,5
BABB Srl,LAGER,3.5,Omnia,5.5
Sun Valley Brewing Company,LAGER,3.5,Sun Valley Sawtooth Gold Lager,5
Brauhaus KÃ¼hler Krug,LAGER,3.5,Badischer Rittertrunk,5.7
Oy Sinebrychoff Ab,LAGER,3.5,Koff IV B (Extra Strong Beer),7.5
Oy Sinebrychoff Ab,LAGER,3,Karhu Tosi Vahva (Special Strength),8
Oy Sinebrychoff Ab,LAGER,1.5,Sinebrychoff Saxon,4.1
Oy Sinebrychoff Ab,LAGER,3.5,Nikolai IV A,5.5
Oy Sinebrychoff Ab,LAGER,1.5,Jouluolut IV,6
Oy Sinebrychoff Ab,LAGER,2,Nikolai III,4.5
Oy Sinebrychoff Ab,LAGER,2.5,Koff,5
Oy Sinebrychoff Ab,LAGER,4,Koff III,4.5
Oy Sinebrychoff Ab,LAGER,3,Amiraali III,4.3
Oy Sinebrychoff Ab,LAGER,2,4.1 TÃ¤ytelÃ¤inen Kevyt Olut,4.1
Oy Sinebrychoff Ab,LAGER,3,Jouluolut III,4.5
Oy Sinebrychoff Ab,LAGER,3,Karhu III,4.6
Oy Sinebrychoff Ab,LAGER,3,Karhu A (IV A),5.3
Oy Sinebrychoff Ab,LAGER,2,Koff IV A,5.2
Privatbrauerei HÃ¤rke KG,LAGER,3.5,Dunkle,5.2
Dave's BrewFarm,LAGER,4.5,Citra Single Hop Lager,6.4
Dave's BrewFarm,LAGER,4,BrewFarm Select,5.5
Dave's BrewFarm,LAGER,4.5,Simcoe Single Hop Lager,6.4
McCallum Brewery,LAGER,1.5,3 Coins Malt Lager,5
Royal Beer Company Ltd.,LAGER,3,IKALE,5
Baltimore Brewing Company,LAGER,3.5,DeGroen's Helles,4.9
Baltimore Brewing Company,LAGER,3,DeGroen's Dunkles,5.4
Forschungsbrauerei,LAGER,4,Pilsissimus,5.2
TvÃ¥ Bryggare - Ã–sterlenbryggarna (Ysta Bryggeri),LAGER,3.5,Ysta JulÃ¶l,4.8
TvÃ¥ Bryggare - Ã–sterlenbryggarna (Ysta Bryggeri),LAGER,2.5,"Ysta FÃ¤rskÃ¶l 3,5",3.5
TvÃ¥ Bryggare - Ã–sterlenbryggarna (Ysta Bryggeri),LAGER,2,Ysta FÃ¤rskÃ¶l,4.8
Brasserie D'Ecaussinnes,LAGER,4,Ultra Soif,5
Sail and Anchor Pub Brewery,LAGER,2,Bolt,4.6
Sail and Anchor Pub Brewery,LAGER,1.5,Sail & Anchor Draught,4.6
Zolotoy Ural OAO,LAGER,3,Uralskiy Master Svetloye,4
Zolotoy Ural OAO,LAGER,3.5,Uralskiy Master Krepkoye,8
Zolotoy Ural OAO,LAGER,4,Zolotoy Ural Svetliy,4
Starr Hill Brewery,LAGER,4,Starr Hill Jomo Lager,5.57
